account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,customer_service_calls,churn,total_minutes,total_calls,total_charges
180,415,no,yes,33,231,78,39,232,79,19,206,121,9,7,4,2,1,False,676,282,69
100,415,no,yes,25,215,90,36,257,92,21,180,157,8,11,4,3,1,False,663,343,68
119,415,no,yes,35,217,92,36,220,134,18,249,93,11,8,5,2,2,False,694,324,67
86,415,no,no,0,83,96,14,221,63,18,349,75,15,12,3,3,0,False,665,237,50
155,408,no,yes,39,183,106,31,205,101,17,263,90,11,5,7,1,1,False,656,304,60
78,415,yes,no,0,236,141,40,265,101,22,152,77,6,9,2,2,1,True,662,321,70
153,415,no,no,0,193,90,32,195,121,16,182,108,8,8,3,2,1,False,578,322,58
92,510,no,yes,25,134,112,22,206,111,17,180,118,8,9,4,2,0,False,529,345,49
13,510,no,yes,25,176,65,30,172,96,14,104,128,4,11,5,3,2,False,463,294,51
154,415,no,no,0,191,93,32,205,119,17,205,121,9,10,3,2,3,False,611,336,60
144,510,yes,yes,35,174,127,29,219,93,18,255,90,11,12,3,3,0,False,660,313,61
48,408,no,no,0,275,67,46,180,108,15,159,110,7,7,2,2,1,False,621,287,70
94,408,no,no,0,174,85,29,241,114,20,207,94,9,7,1,2,1,False,629,294,60
139,415,no,no,0,165,132,28,249,86,21,170,128,7,12,8,3,1,False,596,354,59
126,415,no,no,0,228,102,38,168,99,14,223,100,10,11,4,3,1,False,630,305,65
122,415,no,no,0,107,88,18,235,109,20,228,119,10,9,3,2,2,False,579,319,50
139,510,no,no,0,221,140,37,157,89,13,192,89,8,11,6,3,1,False,581,324,61
95,415,no,no,0,141,84,23,211,108,17,103,127,4,5,6,1,3,False,460,325,45
80,408,no,yes,31,166,92,28,238,74,20,150,84,6,10,4,2,4,False,564,254,56
131,415,no,yes,28,249,87,42,227,138,19,239,92,10,7,3,2,3,False,722,320,73
36,510,no,no,0,178,83,30,213,103,18,198,119,8,10,5,2,1,False,599,310,58
180,510,no,no,0,139,96,23,224,64,19,170,118,7,15,5,4,2,False,548,283,53
25,415,no,no,0,134,98,22,202,109,17,195,100,8,12,5,3,2,False,543,312,50
113,415,no,no,0,215,93,36,240,85,20,156,123,7,4,5,1,3,False,615,306,64
88,415,no,yes,31,181,91,30,213,120,18,207,104,9,11,4,3,1,False,612,319,60
120,415,no,no,0,178,97,30,168,113,14,120,93,5,9,9,2,1,False,475,312,51
74,415,no,no,0,106,84,18,140,104,11,90,81,4,11,3,3,1,False,347,272,36
109,510,no,no,0,170,101,29,240,82,20,119,112,5,11,4,3,2,False,540,299,57
162,510,no,yes,33,184,139,31,183,78,15,127,106,5,12,6,3,0,False,506,329,54
124,510,no,yes,37,161,109,27,204,79,17,231,87,10,8,4,2,1,False,604,279,56
177,408,no,no,0,84,77,14,257,109,21,210,66,9,7,5,2,2,False,558,257,46
91,510,no,no,0,217,71,37,230,116,19,232,110,10,10,2,2,1,False,689,299,68
105,408,no,no,0,270,98,46,226,110,19,178,60,8,8,5,2,0,True,682,273,75
24,510,no,no,0,243,91,41,183,77,15,184,109,8,15,6,4,0,True,625,283,68
48,510,no,no,0,128,71,21,48,78,4,116,80,5,8,3,2,0,False,300,232,32
86,408,no,no,0,126,115,21,168,112,14,154,95,6,9,7,2,2,False,457,329,43
163,510,no,no,0,178,56,30,215,79,18,152,84,6,10,2,2,4,False,555,221,56
91,510,no,no,0,159,109,27,255,142,21,82,73,3,10,4,2,0,False,506,328,53
56,510,no,no,0,150,79,25,161,87,13,167,115,7,11,5,3,3,False,489,286,48
147,415,yes,yes,24,219,118,37,208,116,17,352,111,15,8,4,2,3,False,787,349,71
64,415,no,no,0,168,116,28,192,94,16,166,98,7,10,3,2,2,False,536,311,53
108,510,no,yes,34,162,83,27,171,117,14,259,76,11,9,3,2,4,True,601,279,54
159,510,no,no,0,198,107,33,195,91,16,213,120,9,16,7,4,5,False,622,325,62
136,510,yes,no,0,256,90,43,230,104,19,143,82,6,9,10,2,3,False,638,286,70
116,415,no,yes,35,182,122,31,212,119,18,193,103,8,11,2,2,1,False,598,346,59
45,408,no,yes,38,196,92,33,254,108,21,261,85,11,7,2,2,1,False,718,287,67
122,415,no,no,0,140,120,23,231,128,19,188,127,8,11,5,3,2,False,570,380,53
138,415,no,no,0,194,83,33,189,97,16,232,102,10,9,3,2,5,False,624,285,61
132,415,no,no,0,117,66,19,214,108,18,239,94,10,8,5,2,1,False,578,273,49
101,415,yes,no,0,193,108,32,186,98,15,223,100,10,11,8,3,0,False,613,314,60
58,510,no,no,0,243,105,41,231,108,19,180,120,8,7,4,2,2,False,661,337,70
81,415,no,no,0,145,132,24,129,91,10,186,109,8,5,4,1,1,False,465,336,43
87,415,no,no,0,169,105,28,169,102,14,244,106,11,9,10,2,3,False,591,323,55
116,510,no,no,0,229,93,38,184,111,15,168,91,7,8,3,2,2,False,589,298,62
85,415,yes,no,0,197,97,33,211,115,17,210,133,9,8,4,2,4,False,626,349,61
62,510,no,yes,33,186,84,31,201,136,17,286,103,12,11,3,3,2,True,684,326,63
90,415,no,no,0,76,121,12,290,73,24,236,89,10,10,3,2,0,False,612,286,48
98,415,no,no,0,162,65,27,185,109,15,219,104,9,6,3,1,2,False,572,281,52
73,415,no,no,0,182,115,30,199,97,16,120,113,5,18,5,4,1,False,519,330,55
107,510,yes,no,0,194,83,33,247,84,21,245,93,11,11,7,3,2,False,697,267,68
55,408,no,yes,20,189,95,32,118,113,10,250,102,11,12,4,3,2,False,569,314,56
76,415,no,yes,22,160,107,27,168,136,14,23,102,1,9,4,2,3,False,360,349,44
30,510,no,no,0,145,76,24,240,112,20,197,134,8,7,4,1,3,False,589,326,53
157,415,no,no,0,220,105,37,119,127,10,165,113,7,11,7,3,4,False,515,352,57
40,408,no,yes,31,224,69,38,134,81,11,120,104,5,7,5,2,1,True,485,259,56
72,408,no,no,0,147,79,24,162,103,13,162,80,7,10,4,2,1,False,481,266,46
95,415,no,yes,39,260,130,44,213,111,18,195,97,8,10,5,2,1,False,678,343,72
42,415,no,no,0,155,127,26,164,45,13,157,128,7,9,3,2,0,False,485,303,48
86,415,no,no,0,166,112,28,255,81,21,228,97,10,5,7,1,1,False,654,297,60
131,415,no,no,0,211,115,36,260,102,22,144,96,6,10,7,2,0,False,625,320,66
55,510,no,yes,45,130,114,22,208,94,17,141,114,6,11,5,2,4,True,490,327,47
74,415,no,no,0,162,102,27,292,105,24,183,80,8,8,6,2,0,False,645,293,61
81,408,yes,yes,37,237,76,40,264,125,22,271,120,12,7,3,2,1,False,779,324,76
81,408,no,no,0,166,102,28,217,112,18,220,68,9,13,2,3,4,False,616,284,58
28,415,no,no,0,121,48,20,125,112,10,261,122,11,8,2,2,6,True,515,284,43
111,510,no,no,0,176,62,29,201,124,17,150,138,6,11,2,3,0,False,538,326,55
3,510,no,yes,27,67,116,11,244,78,20,281,93,12,11,2,3,2,False,603,289,46
51,415,no,no,0,229,129,39,336,104,28,192,128,8,9,1,2,1,True,766,362,77
68,415,no,yes,24,176,118,29,277,116,23,174,71,7,14,7,3,1,False,641,312,62
163,408,no,no,0,247,77,42,269,108,22,167,82,7,9,7,2,0,True,692,274,73
87,510,no,no,0,115,90,19,262,68,22,245,69,11,13,5,3,2,False,635,232,55
58,510,no,no,0,112,95,19,209,108,17,260,78,11,13,1,3,0,True,594,282,50
109,408,no,no,0,162,138,27,154,109,13,209,118,9,11,4,3,0,False,536,369,52
111,415,no,no,0,229,107,39,214,99,18,289,95,13,10,6,2,4,False,742,307,72
144,415,no,no,0,139,96,23,124,93,10,95,75,4,15,4,4,2,False,373,268,41
135,415,no,no,0,263,66,44,251,116,21,200,112,9,8,2,2,5,True,722,296,76
109,415,no,yes,46,217,123,36,233,84,19,163,99,7,9,3,2,4,False,622,309,64
107,415,no,yes,14,114,132,19,199,91,16,194,74,8,7,8,2,1,False,514,305,45
149,408,no,no,0,196,108,33,136,96,11,154,87,6,7,3,2,2,False,493,294,52
56,510,no,no,0,253,95,43,188,116,15,142,133,6,4,4,1,1,False,587,348,65
129,408,no,no,0,98,99,16,240,62,20,254,123,11,10,4,2,0,False,602,288,49
92,408,no,no,0,249,118,42,211,95,17,169,116,7,9,3,2,0,False,638,332,68
67,415,no,yes,30,129,107,22,233,104,19,297,93,13,14,5,3,1,False,673,309,57
120,415,no,no,0,221,106,37,267,98,22,111,80,5,9,7,2,0,False,608,291,66
166,415,no,no,0,220,106,37,177,118,15,206,102,9,12,9,3,1,False,615,335,64
66,408,no,no,0,87,76,14,262,111,22,184,125,8,9,5,2,1,False,542,317,46
76,408,no,no,0,203,61,34,161,127,13,175,97,7,8,3,2,0,False,547,288,56
79,415,no,no,0,213,110,36,234,121,19,229,157,10,8,3,2,2,False,684,391,67
98,415,no,yes,31,181,112,30,220,100,18,236,121,10,12,4,3,2,False,649,337,61
141,510,no,yes,22,215,123,36,328,98,27,160,89,7,7,6,2,1,False,710,316,72
49,415,no,no,0,266,90,45,207,117,17,205,98,9,14,2,3,2,True,692,307,74
46,510,no,no,0,199,111,33,175,83,14,210,84,9,10,2,2,3,False,594,280,58
137,415,no,no,0,115,130,19,137,83,11,224,61,10,7,4,1,3,False,483,278,41
171,408,no,no,0,270,69,45,230,112,19,136,111,6,9,5,2,1,True,645,297,72
10,415,no,no,0,222,127,37,153,125,13,227,80,10,12,4,3,1,False,614,336,63
88,510,no,no,0,61,78,10,262,114,22,212,110,9,8,2,2,3,False,543,304,43
89,415,no,no,0,141,92,23,249,126,21,136,73,6,10,2,2,2,False,536,293,52
82,415,no,no,0,189,81,32,184,117,15,255,83,11,10,5,2,3,True,638,286,60
139,510,no,no,0,196,135,33,186,146,15,153,92,6,9,1,2,3,False,544,374,56
87,415,no,no,0,171,119,29,205,107,17,170,114,7,13,4,3,0,False,559,344,56
137,415,yes,no,0,174,123,29,161,115,13,260,98,11,11,3,3,2,False,606,339,56
45,510,no,no,0,78,106,13,187,110,15,184,111,8,7,5,2,1,True,456,332,38
90,415,no,no,0,200,92,34,164,91,13,249,98,11,8,7,2,1,False,621,288,60
103,415,no,no,0,141,123,24,253,87,21,215,96,9,6,2,1,1,False,615,308,55
100,415,no,no,0,235,130,40,176,69,14,63,122,2,7,1,1,2,False,481,322,57
110,510,no,no,0,185,100,31,165,88,14,111,104,5,6,4,1,3,False,467,296,51
124,415,no,no,0,254,113,43,78,104,6,153,69,6,11,2,3,2,False,496,288,58
10,510,no,no,0,183,103,31,214,77,18,206,73,9,8,6,2,2,False,611,259,60
89,415,no,yes,29,163,80,27,274,136,23,381,147,17,7,5,2,2,False,825,368,69
121,408,no,no,0,207,98,35,210,96,17,109,114,4,7,2,2,2,False,533,310,58
101,415,no,no,0,248,102,42,174,93,14,207,86,9,6,3,1,3,False,635,284,66
103,415,no,yes,31,185,105,31,197,126,16,147,110,6,14,4,3,2,False,543,345,56
51,408,no,no,0,197,60,33,221,64,18,168,134,7,8,5,2,1,False,594,263,60
2,415,yes,no,0,132,42,22,138,88,11,192,119,8,9,1,2,2,True,471,250,43
111,510,no,no,0,197,117,33,227,128,19,214,101,9,9,11,2,0,False,647,357,63
118,415,no,no,0,154,112,26,184,105,15,217,102,9,12,5,3,2,False,567,324,53
17,510,no,yes,31,153,115,26,185,59,15,224,102,10,10,1,2,6,True,572,277,53
130,408,no,no,0,211,119,35,231,120,19,220,80,9,6,9,1,2,False,668,328,64
193,415,no,no,0,96,92,16,142,103,12,210,115,9,10,5,2,2,True,458,315,39
114,510,no,no,0,172,145,29,276,101,23,193,100,8,10,9,2,1,False,651,355,62
137,415,no,no,0,141,91,23,147,100,12,254,75,11,8,7,2,2,False,550,273,48
185,408,no,yes,29,151,121,25,244,88,20,154,91,6,13,2,3,2,False,562,302,54
101,408,no,no,0,209,107,35,228,96,19,172,85,7,7,2,2,3,False,616,290,63
95,415,no,yes,32,247,109,41,125,91,10,226,90,10,10,4,2,3,False,608,294,63
7,408,no,yes,30,221,114,37,165,116,14,247,105,11,10,12,2,1,False,643,347,64
126,408,no,no,0,321,99,54,167,93,14,193,106,8,8,4,2,1,True,689,302,78
71,415,no,no,0,243,124,41,60,90,5,189,129,8,11,2,3,0,False,503,345,57
124,415,no,no,0,251,85,42,214,98,18,186,71,8,11,6,3,3,False,662,260,71
97,510,yes,no,0,236,107,40,157,105,13,241,120,10,7,2,1,0,True,641,334,64
28,415,no,no,0,159,79,27,216,131,18,206,116,9,9,3,2,2,False,590,329,56
90,415,yes,no,0,148,96,25,220,111,18,134,97,6,9,1,2,4,True,511,305,51
190,408,no,no,0,150,86,25,268,129,22,179,73,8,14,1,3,1,False,611,289,58
31,415,no,yes,28,210,101,35,250,86,21,241,125,10,11,2,3,1,False,712,314,69
52,415,no,yes,24,170,71,29,201,80,17,159,124,7,4,5,1,2,False,534,280,54
73,510,no,no,0,254,80,43,90,79,7,153,60,6,10,8,2,0,False,507,227,58
111,415,no,no,0,284,89,48,157,113,13,242,91,10,8,8,2,0,True,691,301,73
98,415,no,no,0,0,0,0,159,130,13,167,88,7,6,1,1,4,True,332,219,21
106,408,yes,no,0,133,45,22,187,107,15,181,89,8,10,2,2,1,True,511,243,47
111,408,no,no,0,224,117,38,191,127,16,229,97,10,10,3,2,0,False,654,344,66
59,408,no,no,0,151,98,25,209,92,17,266,86,12,11,5,3,1,False,637,281,57
71,510,no,yes,22,141,107,24,163,105,13,220,99,9,5,3,1,2,False,529,314,47
55,408,no,no,0,285,124,48,230,106,19,230,140,10,14,7,4,0,True,759,377,81
13,415,no,no,0,58,121,9,262,64,22,159,115,7,11,5,3,1,False,490,305,41
136,415,no,yes,16,90,105,15,201,109,17,227,115,10,13,4,3,0,False,531,333,45
123,408,no,no,0,114,91,19,216,123,18,250,102,11,11,3,2,0,False,591,319,50
105,408,no,no,0,147,103,25,222,78,18,163,102,7,12,3,3,2,False,544,286,53
50,408,no,yes,31,302,93,51,240,119,20,193,103,8,13,14,3,3,False,748,329,82
118,415,no,no,0,136,120,23,204,103,17,228,90,10,11,4,3,1,False,579,317,53
97,408,no,no,0,169,84,28,165,86,14,191,83,8,12,6,3,3,False,537,259,53
51,510,no,no,0,227,89,38,194,106,16,243,126,10,14,2,4,0,False,678,323,68
73,415,no,no,0,217,91,37,220,97,18,277,89,12,10,6,2,1,True,724,283,69
35,415,no,no,0,124,102,21,123,115,10,135,100,6,13,8,3,2,False,395,325,40
64,415,no,no,0,206,76,35,232,76,19,251,96,11,13,2,3,1,False,702,250,68
63,510,no,no,0,132,122,22,67,62,5,160,121,7,9,2,2,3,False,368,307,36
117,415,no,yes,31,104,115,17,237,125,20,263,104,11,7,6,2,3,False,611,350,50
115,415,no,no,0,245,97,41,250,75,21,270,124,12,13,8,3,1,True,778,304,77
162,408,no,no,0,184,118,31,224,95,19,180,82,8,11,3,3,1,False,599,298,61
89,415,no,no,0,89,66,15,179,104,15,225,116,10,12,1,3,3,False,505,287,43
94,415,yes,no,0,235,131,40,194,107,16,170,93,7,8,4,2,1,False,607,335,65
129,408,no,no,0,186,127,31,262,96,22,98,63,4,11,6,3,4,False,557,292,60
86,415,no,no,0,223,75,38,155,109,13,150,143,6,7,9,1,1,False,535,336,58
96,510,no,no,0,179,125,30,162,139,13,264,133,11,6,2,1,1,False,611,399,55
190,415,no,no,0,169,102,28,253,113,21,197,93,8,8,5,2,1,False,627,313,59
80,408,no,no,0,118,90,20,144,77,12,225,86,10,8,6,2,1,False,495,259,44
108,415,no,no,0,112,105,19,193,110,16,208,93,9,4,4,1,4,True,517,312,45
97,408,no,yes,32,168,129,28,225,97,19,191,95,8,8,7,2,0,False,592,328,57
84,415,no,yes,42,214,112,36,188,107,16,333,117,15,11,10,3,0,False,746,346,70
65,415,no,no,0,245,139,41,241,113,20,285,117,12,4,5,1,4,True,775,374,74
131,415,no,yes,34,156,134,26,71,95,6,261,120,11,13,10,3,1,False,501,359,46
58,415,yes,yes,43,142,96,24,272,100,23,193,105,8,8,4,2,1,False,615,305,57
36,415,no,no,0,202,115,34,230,115,19,202,127,9,10,2,2,3,False,644,359,64
54,415,no,no,0,116,119,19,123,123,10,217,101,9,12,2,3,1,False,468,345,41
45,510,no,no,0,155,110,26,260,103,22,192,98,8,11,1,2,1,False,618,312,58
125,415,no,yes,39,236,107,40,289,110,24,175,107,7,9,4,2,2,False,709,328,73
72,415,no,yes,21,138,113,23,260,83,22,135,118,6,8,2,2,2,False,541,316,53
141,408,no,no,0,51,108,8,162,83,13,223,115,10,10,3,2,3,False,446,309,33
113,510,no,no,0,81,116,13,220,124,18,235,113,10,8,3,2,0,False,544,356,43
20,415,no,yes,35,171,98,29,153,127,13,165,125,7,7,3,1,0,False,496,353,50
212,415,no,no,0,126,96,21,144,80,12,302,102,13,7,3,2,1,False,579,281,48
99,415,yes,no,0,197,127,33,156,92,13,204,99,9,9,6,2,4,False,566,324,57
94,510,no,no,0,194,62,33,227,54,19,190,115,8,15,4,4,1,False,626,235,64
40,510,no,no,0,115,105,19,127,113,10,107,91,4,9,6,2,1,False,358,315,35
86,510,no,yes,29,157,118,26,196,136,16,226,109,10,8,5,2,3,False,587,368,54
101,415,no,no,0,269,85,45,207,86,17,214,107,9,4,15,1,3,True,694,293,72
170,415,no,no,0,246,107,41,228,124,19,166,95,7,9,8,2,0,False,649,334,69
105,510,no,no,0,227,121,38,268,89,22,143,82,6,13,4,3,1,False,651,296,69
103,415,no,no,0,189,110,32,115,83,9,191,103,8,12,4,3,0,False,507,300,52
140,415,yes,yes,27,188,124,32,160,102,13,197,100,8,11,5,3,4,False,556,331,56
101,510,no,no,0,0,0,0,192,119,16,168,95,7,7,4,1,1,False,367,218,24
98,408,no,yes,19,110,87,18,227,97,19,243,84,10,11,4,2,1,False,591,272,49
104,408,no,no,0,167,116,28,219,112,18,215,94,9,11,2,3,4,False,612,324,58
115,415,no,no,0,132,90,22,197,75,16,175,114,7,0,0,0,3,False,504,279,45
112,408,no,no,0,167,88,28,247,81,21,155,108,6,11,4,3,0,False,580,281,58
70,415,no,no,0,213,86,36,204,77,17,256,101,11,5,4,1,1,False,678,268,65
126,510,no,no,0,175,120,29,98,71,8,201,93,9,10,1,2,0,False,484,285,48
87,510,no,yes,39,82,113,14,224,63,19,163,88,7,9,1,2,3,False,478,265,42
125,510,no,no,0,143,80,24,88,94,7,233,135,10,8,7,2,4,True,472,316,43
86,415,no,no,0,125,139,21,269,93,22,235,110,10,8,8,2,1,False,637,350,55
73,415,no,yes,31,82,105,13,256,91,21,229,98,10,11,2,3,6,True,578,296,47
232,408,no,no,0,165,104,28,195,115,16,118,77,5,11,3,3,1,False,489,299,52
1,415,no,yes,30,183,95,31,232,110,19,248,110,11,8,2,2,0,False,671,317,63
133,408,no,no,0,162,91,27,212,94,18,260,78,11,12,5,3,1,False,646,268,59
103,510,no,no,0,166,84,28,192,91,16,167,115,7,7,6,2,1,False,532,296,53
131,415,no,yes,24,135,60,23,233,78,19,210,121,9,9,4,2,1,False,587,263,53
95,408,no,yes,20,165,78,28,215,94,18,243,91,10,9,6,2,0,False,632,269,58
182,415,no,no,0,176,90,29,174,106,14,234,134,10,9,4,2,1,False,593,334,55
99,510,no,no,0,142,89,24,204,95,17,203,114,9,9,1,2,0,False,558,299,52
27,510,no,no,0,177,121,30,296,92,25,192,106,8,7,3,2,3,False,672,322,65
141,408,no,no,0,83,74,14,190,104,16,150,79,6,10,7,2,1,False,433,264,38
29,415,yes,yes,37,235,101,39,183,79,15,139,106,6,5,7,1,2,False,562,293,61
65,415,no,no,0,105,95,17,141,100,12,180,105,8,6,12,1,2,False,432,312,38
81,415,yes,no,0,149,68,25,171,98,14,214,97,9,17,3,4,3,True,551,266,52
37,415,no,yes,20,264,81,45,216,110,18,210,102,9,10,7,2,0,False,700,300,74
107,510,no,yes,31,160,45,27,221,70,18,261,109,11,5,1,1,1,False,647,225,57
127,415,yes,yes,28,95,117,16,159,131,13,152,132,6,10,3,2,1,False,416,383,37
78,408,no,no,0,140,77,23,195,114,16,252,107,11,11,5,3,0,False,598,303,53
55,510,no,no,0,119,148,20,231,96,19,222,113,10,4,2,1,2,False,576,359,50
86,415,no,yes,30,99,84,16,263,125,22,254,90,11,9,7,2,2,False,625,306,51
176,415,no,no,0,250,108,42,171,100,14,148,85,6,9,6,2,2,False,578,299,64
96,415,yes,no,0,200,117,34,289,120,24,98,95,4,11,5,3,2,False,598,337,65
11,510,no,yes,38,209,130,35,196,84,16,233,79,10,7,7,1,1,False,645,300,62
48,415,no,yes,34,198,70,33,273,121,23,217,71,9,7,4,2,1,False,695,266,67
127,510,no,no,0,239,107,40,128,121,10,249,110,11,11,5,3,1,False,627,343,64
63,415,no,no,0,164,75,27,147,118,12,252,97,11,11,2,3,0,False,574,292,53
79,510,no,no,0,220,107,37,192,97,16,161,74,7,12,2,3,1,False,585,280,63
47,408,no,yes,37,112,150,19,243,97,20,178,112,8,13,6,3,2,False,546,365,50
89,415,yes,yes,19,112,114,19,261,132,22,123,116,5,11,2,3,0,True,507,364,49
83,510,no,yes,26,226,117,38,234,97,19,133,82,6,10,7,2,1,False,603,303,65
126,415,yes,yes,34,244,118,41,219,105,18,210,136,9,9,6,2,4,False,682,365,70
60,510,no,no,0,203,99,34,235,131,20,224,112,10,15,6,4,2,False,677,348,68
122,415,no,no,0,136,115,23,243,137,20,188,110,8,8,4,2,0,False,575,366,53
136,408,no,no,0,152,97,25,208,85,17,119,99,5,5,10,1,1,False,484,291,48
172,408,no,yes,47,274,102,46,186,118,15,245,123,11,8,2,2,1,False,713,345,74
102,510,no,no,0,195,116,33,209,87,17,201,73,9,8,3,2,1,True,613,279,61
113,415,yes,no,0,204,82,34,188,115,16,139,97,6,9,7,2,1,False,540,301,58
79,415,no,no,0,222,99,37,146,82,12,275,82,12,8,4,2,3,False,651,267,63
55,510,no,yes,8,222,104,37,171,94,14,377,114,16,9,2,2,1,False,779,314,69
111,415,no,yes,28,128,104,21,157,52,13,147,76,6,10,2,2,2,False,442,234,42
160,415,no,no,0,174,105,29,171,107,14,220,131,9,8,2,2,0,False,573,345,54
110,415,no,no,0,242,110,41,162,140,13,184,86,8,7,3,2,4,False,595,339,64
192,415,no,no,0,221,101,37,285,50,24,167,83,7,12,6,3,4,False,685,240,71
93,408,no,no,0,114,100,19,221,103,18,126,88,5,10,9,2,0,False,471,300,44
101,415,no,yes,33,219,137,37,186,94,15,184,113,8,9,2,2,2,False,598,346,62
77,510,no,no,0,144,136,24,151,115,12,252,73,11,12,3,3,2,False,559,327,50
105,415,no,yes,40,236,111,40,117,110,9,221,115,9,8,3,2,2,False,582,339,60
133,408,no,yes,44,174,80,29,209,113,17,224,87,10,14,7,3,2,True,621,287,59
131,408,no,no,0,109,95,18,332,48,28,258,108,11,6,7,1,1,False,705,258,58
106,510,no,yes,33,81,120,13,235,85,20,150,113,6,9,4,2,1,False,475,322,41
118,415,no,no,0,133,113,22,121,92,10,254,129,11,5,4,1,1,False,513,338,44
125,408,no,no,0,137,94,23,209,83,17,238,114,10,8,4,2,1,False,592,295,52
95,415,no,no,0,197,88,33,190,68,16,211,104,9,16,8,4,0,False,614,268,62
80,415,no,no,0,198,160,33,156,87,13,182,76,8,9,3,2,3,False,545,326,56
145,408,no,no,0,39,78,6,264,106,22,185,90,8,10,6,2,0,False,498,280,38
37,408,no,no,0,199,107,33,207,110,17,83,123,3,8,4,2,2,False,497,344,55
87,415,no,no,0,156,93,26,215,68,18,223,77,10,7,6,2,1,False,601,244,56
69,415,no,no,0,183,85,31,237,100,20,228,94,10,9,5,2,3,False,657,284,63
83,510,no,no,0,132,120,22,121,101,10,197,84,8,8,2,2,1,False,458,307,42
195,415,no,no,0,63,108,10,220,88,18,184,99,8,5,3,1,0,False,472,298,37
67,415,yes,yes,35,181,59,30,215,116,18,216,106,9,16,4,4,0,True,628,285,61
75,510,no,yes,27,117,102,19,206,127,17,194,114,8,4,7,1,3,False,521,350,45
123,415,no,yes,27,218,79,37,163,78,13,173,116,7,15,1,4,0,False,569,274,61
41,415,no,yes,41,207,95,35,137,120,11,115,74,5,5,3,1,1,False,464,292,52
75,415,no,no,0,150,99,25,301,83,25,158,104,7,8,5,2,0,False,617,291,59
76,415,yes,no,0,273,66,46,263,121,22,165,84,7,12,7,3,1,True,713,278,78
86,415,yes,no,0,266,120,45,182,92,15,206,103,9,10,4,2,1,False,664,319,71
140,408,no,no,0,112,89,19,156,65,13,249,85,11,16,6,4,0,False,533,245,47
70,415,no,no,0,104,112,17,82,104,6,169,110,7,15,7,4,3,False,370,333,34
121,510,no,yes,35,193,62,32,197,97,16,218,95,9,5,4,1,0,False,613,258,58
112,415,no,no,0,168,102,28,298,117,25,194,110,8,9,5,2,1,False,669,334,63
118,415,no,no,0,253,122,43,201,78,17,195,108,8,9,7,2,2,False,658,315,70
66,415,no,yes,16,174,92,29,232,105,19,305,98,13,8,2,2,1,False,719,297,63
78,408,no,no,0,87,102,14,193,64,16,205,120,9,11,5,2,0,False,496,291,41
129,415,no,yes,34,204,79,34,132,113,11,190,117,8,14,9,4,2,False,540,318,57
6,408,no,no,0,226,93,38,152,122,12,164,98,7,9,4,2,3,False,551,317,59
107,510,yes,no,0,234,91,39,163,105,13,282,100,12,10,3,2,1,False,689,299,66
107,415,yes,no,0,133,106,22,182,89,15,241,123,10,12,2,3,3,True,568,320,50
138,415,no,no,0,133,87,22,166,110,14,193,139,8,15,3,4,1,False,507,339,48
103,510,no,no,0,160,104,27,138,70,11,312,97,14,9,2,2,0,False,619,273,54
116,415,no,yes,44,230,94,39,224,103,19,244,76,10,11,2,3,0,False,709,275,71
189,408,no,no,0,227,84,38,176,81,14,206,120,9,6,4,1,2,False,615,289,62
161,415,no,no,0,72,120,12,267,120,22,222,91,10,11,2,3,2,False,572,333,47
1,415,no,no,0,196,107,33,296,82,25,211,91,9,7,2,1,1,False,710,282,68
89,408,no,no,0,197,110,33,165,115,14,227,106,10,12,3,3,1,False,601,334,60
64,408,no,no,0,219,126,37,303,100,25,154,65,6,9,5,2,1,False,685,296,70
126,415,no,yes,30,153,90,26,151,97,12,153,97,6,12,4,3,4,True,469,288,47
129,415,no,no,0,216,85,36,186,114,15,210,109,9,4,10,1,2,False,616,318,61
128,510,no,yes,32,222,136,37,262,80,22,191,101,8,10,4,2,0,False,685,321,69
81,415,no,yes,36,115,120,19,236,95,20,255,90,11,11,6,3,3,False,617,311,53
114,510,no,no,0,189,101,32,147,80,12,172,121,7,10,5,2,1,False,518,307,53
50,408,no,no,0,154,102,26,298,108,25,210,95,9,11,3,3,0,False,673,308,63
86,415,no,no,0,136,104,23,202,110,17,230,86,10,11,1,3,3,False,579,301,53
96,408,no,no,0,170,86,28,277,88,23,162,117,7,12,6,3,1,False,621,297,61
72,510,no,no,0,272,88,46,107,125,9,185,81,8,12,2,3,0,False,576,296,66
64,510,no,yes,40,210,116,35,232,89,19,168,94,7,5,4,1,8,False,615,303,62
57,415,yes,yes,17,236,94,40,163,94,13,236,117,10,12,3,3,2,False,647,308,66
65,510,no,no,0,153,117,26,220,122,18,280,147,12,8,3,2,2,False,661,389,58
163,408,no,no,0,223,120,37,227,98,19,188,125,8,8,5,2,1,False,646,348,66
136,415,no,no,0,252,74,42,167,81,14,248,110,11,10,3,2,2,False,677,268,69
116,408,no,no,0,197,84,33,168,113,14,239,145,10,12,6,3,1,False,616,348,60
93,408,no,no,0,152,74,25,274,88,23,252,120,11,6,5,1,3,False,684,287,60
142,510,no,yes,40,237,105,40,175,93,14,210,110,9,9,3,2,3,False,631,311,65
